"lang"
{
"Language"	"russian"
		"DOTA_Tooltip_ability_item_imba_shivas_guard_slow_duration_tooltip"         "BLAST SLOW DURATION:"

		"DOTA_Tooltip_modifier_item_imba_shivas_aura_debuff"                        "Freezing Aura"
		"DOTA_Tooltip_modifier_item_imba_shivas_aura_debuff_Description"            "Attack speed reduced"

		//=================================================================================================================
		// Siege Cuirass
		//=================================================================================================================

		"DOTA_Tooltip_Ability_item_imba_siege_cuirass"                              "Siege Cuirass"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_Description"                  "<h1><font color='#FF7800'>Active: Hellish Siege</h1> Grants every ally in range bonus attack and movement speed, based on the amount of nearby allies. Heroes grant stronger bonuses.\n<h1>Passive: Siege Aura</h1> Grants bonus armor, attack <font color='#FF7800'>and movement speed</font> to nearby allies, while decreasing armor,<font color='#FF7800'>attack and movement speed</font> of nearby enemies by the same amount."
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_Lore"                         "Hellish mail used by the highest-ranking demon lords. Legends tell of entire armies collapsing into confusion and uselessness simply by witnessing this armor in battle."
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_Note0"                        "Siege Aura does not stack with itself, and overrides both Assault Aura and Swiftness Aura."
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_Note1"                        "Hellish Siege does not stack with itself - using it while it's still active will result either in extending the current bonus, or overwriting it with a stronger one."
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_Note2"                        "Drum of Endurance's Strength in Numbers and Siege Cuirass's Hellish Siege can both extend the duration or overwrite each other's effects with a stronger one, but never stack."
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_aura_as_ally"                 "AURA ATTACK SPEED:"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_aura_ms_ally"                 "AURA MOVE SPEED:"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_aura_armor_ally"              "AURA ARMOR:"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_active_as_per_hero"           "MOVE/ATTACK SPEED PER HERO:"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_active_as_per_creep"          "MOVE/ATTACK SPEED PER CREEP:"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_bonus_int"                    "+$all"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_bonus_damage"                 "+$damage"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_bonus_armor"                  "+$armor"       
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_bonus_mana_regen_pct"         "%+$mana_regen"
		"DOTA_Tooltip_ability_item_imba_siege_cuirass_bonus_as"                     "+$attack"

		"DOTA_Tooltip_modifier_imba_siege_cuirass_aura_positive_effect"             "Siege Aura"
		"DOTA_Tooltip_modifier_imba_siege_cuirass_aura_positive_effect_Description" "Increased move speed, armor, and attack speed."

		"DOTA_Tooltip_modifier_imba_siege_cuirass_aura_negative_effect"             "Siege Aura"
		"DOTA_Tooltip_modifier_imba_siege_cuirass_aura_negative_effect_Description" "Reduced move speed, armor, and attack speed."

		"DOTA_Tooltip_modifier_imba_siege_cuirass_active"                           "Hellish Siege"
		"DOTA_Tooltip_modifier_imba_siege_cuirass_active_Description"               "Gaining bonus move and attack speed."

		
		//=================================================================================================================
		// Silver Edge
		//=================================================================================================================

		"DOTA_Tooltip_Ability_item_imba_silver_edge"                                "Silver Edge"
		"DOTA_Tooltip_ability_item_imba_silver_edge_Description"                    "<h1>Active: Shadow Walk</h1>Makes you invisible for %invis_duration% seconds, or until you attack or cast a spell.  While Shadow Walk is active, you move %invis_ms_pct%% faster and can move through units <font color='#FF7800'>and terrain</font>.  <br><br>If attacking to end the invisibility, you break the target, disabling their passives for %main_debuff_duration% seconds, and reducing their damage output by %panic_damage_reduction%%. <font color='#FF7800'>Additionally, you <b>Shadow Rip<b>.</font> \n<h1><font color='#FF7800'>Passive: Shadow Rip</font></h1> Attacking to end Invisibility rips the air apart, dealing %shadow_rip_damage% damage to the target and enemies behind him, disabling their passives, reducing their damage output by %panic_damage_reduction%%, and slowing their turn rate by %panic_turnrate_slow%% for %panic_duration% seconds."
		"DOTA_Tooltip_ability_item_imba_silver_edge_Lore"                           "The blade of a fallen king, it allows you to move unseen and strike from the shadows."
		"DOTA_Tooltip_ability_item_imba_silver_edge_Note0"                          "Has a 0.3 second fade time."
		"DOTA_Tooltip_ability_item_imba_silver_edge_Note1"                          "If the invisibility ends without attacking, the bonus damage is lost."
		"DOTA_Tooltip_ability_item_imba_silver_edge_Note2"                          "Shadow Rip cannot miss."
		"DOTA_Tooltip_ability_item_imba_silver_edge_Note3"                          "Upon taking hero-based damage, terrain walking is disabled for 1 second."
		"DOTA_Tooltip_ability_item_imba_silver_edge_bonus_damage"                   "+$damage"
		"DOTA_Tooltip_ability_item_imba_silver_edge_bonus_attack_speed"             "+$attack"
		"DOTA_Tooltip_ability_item_imba_silver_edge_bonus_all_stats"                "+$all"
		"DOTA_Tooltip_ability_item_imba_silver_edge_invis_duration"                 "SHADOW WALK DURATION:"
		"DOTA_Tooltip_ability_item_imba_silver_edge_shadow_rip_distance"            "SHADOW RIP DISTANCE:"
		"DOTA_Tooltip_ability_item_imba_silver_edge_shadow_rip_damage"              "SHADOW RIP DAMAGE:"
		"DOTA_Tooltip_ability_item_imba_silver_edge_panic_damage_reduction"         "%PANIC DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_item_imba_silver_edge_panic_turnrate_slow"            "%PANIC TURNRATE SLOW:"
		"DOTA_Tooltip_ability_item_imba_silver_edge_panic_duration"                 "PANIC DURATION:"
		"DOTA_Tooltip_ability_item_imba_silver_edge_main_debuff_duration"           "BREAK DURATION:"
		
		"DOTA_Tooltip_modifier_item_imba_silver_edge_invis"                         "Shadow Walk"
		"DOTA_Tooltip_modifier_item_imba_silver_edge_invis_Description"             "Invisible as the wind. Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%% and you can move through units and terrain. Attacking to break invisibility will deal %MODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE_POST_CRIT%% bonus damage and slow turnrate"

		"DOTA_Tooltip_modifier_item_imba_silver_edge_invis_panic_debuff"                "PANIC"
		"DOTA_Tooltip_modifier_item_imba_silver_edge_invis_panic_debuff_Description"    "RUN AWAY. WAIT, NO, HELP MY TEAMMATE. WAIT, NO, HE'S DEAD FUUUUUUUUUUUUUUUUU (Turn rate slowed, Damage reduced, passives disabled.)"

		"DOTA_Tooltip_modifier_item_imba_silver_edge_invis_break_debuff"                "Break"
		"DOTA_Tooltip_modifier_item_imba_silver_edge_invis_break_debuff_Description"    "Passives are disabled and damage is reduced."

		//=================================================================================================================
		// Skull Basher
		//=================================================================================================================        

		"DOTA_Tooltip_Ability_item_imba_skull_basher"                               "Skull Basher"
		"DOTA_Tooltip_Ability_item_imba_skull_basher_Description"                   "<h1>Passive: Bash</h1> Grants melee heroes a %bash_chance_melee%%  chance on hit to stun the target for %stun_duration% seconds and deal %bash_damage% bonus damage. Bash chance for ranged heroes is %bash_chance_ranged%% . \n<h1><font color='#FF7800'>Passive: Skull Crash</font></h1> When a bash occurs, the target's skull becomes fragile for %skull_break_duration% seconds. Bashing the same target again with Skull Basher will cause its skull to completely break, applying Break to it for %actual_break_duration% seconds. \n<h1><font color='#FF7800'>Passive: Hammer Reach</font></h1> Increases attack range of melee heroes by %bonus_range_melee%. Does not work on ranged heroes."
		"DOTA_Tooltip_Ability_item_imba_skull_basher_Lore"                          "A feared weapon in the right hands, this maul's ability to shatter the defenses of its opponents should not be underestimated."
		"DOTA_Tooltip_Ability_item_imba_skull_basher_Note0"                         "Applying Skull Break consumes the fragility preparation modifier."
		"DOTA_Tooltip_Ability_item_imba_skull_basher_Note1"                         "Heroes with a built in Bash ability cannot use Skull Basher."
		"DOTA_Tooltip_Ability_item_imba_skull_basher_Note2"                         "Does not stack with other sources of bash such as Abyssal Blade."
		"DOTA_Tooltip_Ability_item_imba_skull_basher_bonus_damage"                  "+$damage"
		"DOTA_Tooltip_Ability_item_imba_skull_basher_bonus_strength"                "+$str"

		"DOTA_Tooltip_modifier_imba_skull_basher_bash"                              "Bash"
		"DOTA_Tooltip_modifier_imba_skull_basher_bash_Description"                  "Stunned by Skull Basher." 

		"DOTA_Tooltip_modifier_imba_skull_basher_skull_crash"                       "Fragile Skull"
		"DOTA_Tooltip_modifier_imba_skull_basher_skull_crash_Description"           "Your skull is now fragile! Being Skull Bashed again will also Break you."

		"DOTA_Tooltip_modifier_imba_skull_basher_skull_break"                       "Skull Break"
		"DOTA_Tooltip_modifier_imba_skull_basher_skull_break_Description"           "Passives broken, along with your skull."


		//=================================================================================================================
		// Soul of Truth
		//=================================================================================================================

		"DOTA_Tooltip_Ability_item_imba_soul_of_truth"                              "Soul of Truth"
		"DOTA_Tooltip_ability_item_imba_soul_of_truth_Description"                  "<h1>Use: Embedded Truth</h1>When used, grants its bearer armor, health regeneration, and True Sight in %radius% radius for %duration_tooltip% minutes.<br><font color='#e03e2e'>The buff is lost on death.</font>"
