"lang"
{
        "Language"                "schinese"
                "DOTA_Tooltip_ability_item_imba_shotgun_Description"                        "<h1>被动: 猎枪!</h1> 技能冷却完成时，远程攻击时发射三发小炮弹, 造成 敏捷%agility_pct_ranged%%%  的伤害. 如果3发炮弹击中同一个敌方单位, 眩晕%ranged_proj_stun% 秒. \n<h1>被动: 双筒</h1> 近战造成敏捷 %agility_pct_melee%%% 的附加伤害."
                "DOTA_Tooltip_ability_item_imba_shotgun_Lore"                               "一个旧的，几乎没用的猎枪. 没人知道这东西怎么到这儿的!"                
                "DOTA_Tooltip_ability_item_imba_shotgun_Note0"                              "没有特殊效果"
                "DOTA_Tooltip_ability_item_imba_shotgun_Note1"                              "额外效果! 炮弹颜色由英雄主题决定."
                "DOTA_Tooltip_ability_item_imba_shotgun_Note2"                              "持有魔法剑会将炮弹的伤害类型由物理伤害转为魔法伤害."
                "DOTA_Tooltip_ability_item_imba_shotgun_bonus_damage"                       "+$damage"
                "DOTA_Tooltip_ability_item_imba_shotgun_bonus_as"                           "+$attack"
                "DOTA_Tooltip_ability_item_imba_shotgun_bonus_agi"                          "+$agi"

                //=================================================================================================================
                // Sange
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_sange"                                      "散华"
                "DOTA_Tooltip_ability_item_imba_sange_Description"                          "<h1>被动: 残废</h1> 攻击时减速敌人并降低其攻击速度. 最多叠加 %max_stacks%次.\n<h1>被动：缴械</h1> 每次攻击有%proc_chance%%% 几率缴械目标持续 %proc_duration_enemy% 秒."
                "DOTA_Tooltip_ability_item_imba_sange_Lore"                                 "散华是一把异常精准的武器，会自动寻找对方的弱点所在."
                "DOTA_Tooltip_ability_item_imba_sange_Note0"                                "夜叉 散华 幽影及它们的升级物品共享冷却时间."
                "DOTA_Tooltip_ability_item_imba_sange_Note1"                                "不同来源的残废不能叠加."
                "DOTA_Tooltip_ability_item_imba_sange_maim_stack"                           "%移速和攻速减少:"
                "DOTA_Tooltip_ability_item_imba_sange_stack_duration"                       "残废持续时间:"
                "DOTA_Tooltip_ability_item_imba_sange_bonus_damage"                         "+$damage"
                "DOTA_Tooltip_ability_item_imba_sange_bonus_strength"                       "+$str"

                "DOTA_Tooltip_modifier_item_imba_sange_maim"                                "残废"
                "DOTA_Tooltip_modifier_item_imba_sange_maim_Description"                    "降低 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 移动速度 和 %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% 攻击速度."

                //=================================================================================================================
                // Sange and Azura
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_sange_azura"                                "散影对剑"
                "DOTA_Tooltip_ability_item_imba_sange_azura_Description"                    "<h1>被动: 灵魂残废</h1> 敌方受攻击时移动速度和攻击速度均被降低并且更容易受到魔法伤害. 最高叠加%max_stacks% 次.\n<h1>被动: 灵魂缴械</h1> 每次攻击有%proc_chance%%% 几率缴械并沉默目标  持续 %proc_duration_enemy% 秒.\n<h1>被动: 熟练</h1> 提供 %bonus_cdr%%% 几率立即重置冷却时间."
                "DOTA_Tooltip_ability_item_imba_sange_azura_Lore"                           "散华和幽影, 在黄昏合为一体，成为强大的组合."
                "DOTA_Tooltip_ability_item_imba_sange_azura_Note0"                          "夜叉 散华 幽影及它们的升级物品共享冷却时间."
                "DOTA_Tooltip_ability_item_imba_sange_azura_Note1"                          "不同来源的残废或者灵魂出窍不叠加."
                "DOTA_Tooltip_ability_item_imba_sange_azura_Note2"                          "冷却时间减少与自己以及其他幽影升级物品不叠加."
                "DOTA_Tooltip_ability_item_imba_sange_azura_maim_stack"                     "%灵魂移速攻速减少:"
                "DOTA_Tooltip_ability_item_imba_sange_azura_amp_stack"                      "%灵魂受到魔法伤害增加:"
                "DOTA_Tooltip_ability_item_imba_sange_azura_stack_duration"                 "灵魂残废持续时间:"
                "DOTA_Tooltip_ability_item_imba_sange_azura_bonus_damage"                   "+$damage"
                "DOTA_Tooltip_ability_item_imba_sange_azura_bonus_strength"                 "+$str"
                "DOTA_Tooltip_ability_item_imba_sange_azura_bonus_int"                      "+$int"

                "DOTA_Tooltip_modifier_item_imba_sange_azura_stacks"                        "灵魂残废"
                "DOTA_Tooltip_modifier_item_imba_sange_azura_stacks_Description"            "移动速度降低 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%  攻击速度降低%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% , 造成 %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% 点额外魔法伤害."

                //=================================================================================================================
                // Sange and Yasha
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_sange_yasha"                                "散夜对剑"
                "DOTA_Tooltip_ability_item_imba_sange_yasha_Description"                    "<h1>被动：残废战歌</h1> 敌方受攻击时移动速度和攻击速度均被降低, 提供使用者 %as_stack% 额外攻击速度. 最高叠加 %max_stacks% 次.\n<h1>被动: 快速缴械</h1> 每次攻击有%proc_chance%%%几率缴械目标持续 %proc_duration_enemy% 秒, 提供使用者 %proc_ms%%% 移动速度 持续 %proc_duration_self% 秒."
                "DOTA_Tooltip_ability_item_imba_sange_yasha_Lore"                           "散华和夜叉，在饷午合为一体，成为强大的组合."
                "DOTA_Tooltip_ability_item_imba_sange_yasha_Note0"                          "夜叉 散华 幽影及它们的升级物品共享冷却时间."
                "DOTA_Tooltip_ability_item_imba_sange_yasha_Note1"                          "不同来源的残废和战歌不能叠加."
                "DOTA_Tooltip_ability_item_imba_sange_yasha_Note2"                          "移速与自身或其他夜叉升级物品不叠加."
                "DOTA_Tooltip_ability_item_imba_sange_yasha_stack_duration"                 "残废战歌持续时间:"
                "DOTA_Tooltip_ability_item_imba_sange_yasha_bonus_damage"                   "+$damage"
                "DOTA_Tooltip_ability_item_imba_sange_yasha_bonus_strength"                 "+$str"
                "DOTA_Tooltip_ability_item_imba_sange_yasha_bonus_attack_speed"             "+$attack"
                "DOTA_Tooltip_ability_item_imba_sange_yasha_bonus_agility"                  "+$agi"
                "DOTA_Tooltip_ability_item_imba_sange_yasha_bonus_ms"                       "%+$move_speed"

                "DOTA_Tooltip_modifier_item_imba_sange_yasha_maim"                          "残废"
                "DOTA_Tooltip_modifier_item_imba_sange_yasha_maim_Description"              "降低 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 移动速度 %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% 攻击速度."
